player_x,player_y,target_x,target_y,left,right,up,down,score
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
400,500,65,84,0,0,0,0,0
395,500,65,84,1,0,0,0,0
390,500,65,84,1,0,0,0,0
385,500,65,84,1,0,0,0,0
380,500,65,84,1,0,0,0,0
375,500,65,84,1,0,0,0,0
370,500,65,84,1,0,0,0,0
365,500,65,84,1,0,0,0,0
360,500,65,84,1,0,0,0,0
355,500,65,84,1,0,0,0,0
350,500,65,84,1,0,0,0,0
345,500,65,84,1,0,0,0,0
340,500,65,84,1,0,0,0,0
335,500,65,84,1,0,0,0,0
330,500,65,84,1,0,0,0,0
325,500,65,84,1,0,0,0,0
320,500,65,84,1,0,0,0,0
315,500,65,84,1,0,0,0,0
310,500,65,84,1,0,0,0,0
305,500,65,84,1,0,0,0,0
300,500,65,84,1,0,0,0,0
295,500,65,84,1,0,0,0,0
290,500,65,84,1,0,0,0,0
285,500,65,84,1,0,0,0,0
280,500,65,84,1,0,0,0,0
275,500,65,84,1,0,0,0,0
270,500,65,84,1,0,0,0,0
265,500,65,84,1,0,0,0,0
260,500,65,84,1,0,0,0,0
255,500,65,84,1,0,0,0,0
250,500,65,84,1,0,0,0,0
245,500,65,84,1,0,0,0,0
240,500,65,84,1,0,0,0,0
235,500,65,84,1,0,0,0,0
230,500,65,84,1,0,0,0,0
225,500,65,84,1,0,0,0,0
220,500,65,84,1,0,0,0,0
215,500,65,84,1,0,0,0,0
210,500,65,84,1,0,0,0,0
205,495,65,84,1,0,1,0,0
200,490,65,84,1,0,1,0,0
195,485,65,84,1,0,1,0,0
190,480,65,84,1,0,1,0,0
185,475,65,84,1,0,1,0,0
185,470,65,84,0,0,1,0,0
185,465,65,84,0,0,1,0,0
185,460,65,84,0,0,1,0,0
185,455,65,84,0,0,1,0,0
185,450,65,84,0,0,1,0,0
185,445,65,84,0,0,1,0,0
185,440,65,84,0,0,1,0,0
185,435,65,84,0,0,1,0,0
185,430,65,84,0,0,1,0,0
185,425,65,84,0,0,1,0,0
185,420,65,84,0,0,1,0,0
185,415,65,84,0,0,1,0,0
185,410,65,84,0,0,1,0,0
185,405,65,84,0,0,1,0,0
185,400,65,84,0,0,1,0,0
185,395,65,84,0,0,1,0,0
185,390,65,84,0,0,1,0,0
185,385,65,84,0,0,1,0,0
185,380,65,84,0,0,1,0,0
185,375,65,84,0,0,1,0,0
185,370,65,84,0,0,1,0,0
185,365,65,84,0,0,1,0,0
185,360,65,84,0,0,1,0,0
185,355,65,84,0,0,1,0,0
185,350,65,84,0,0,1,0,0
180,345,65,84,1,0,1,0,0
175,340,65,84,1,0,1,0,0
170,335,65,84,1,0,1,0,0
165,330,65,84,1,0,1,0,0
