player_x,player_y,target_x,target_y,left,right,up,down,score
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,530,547,198,0,0,0,0,0
450,525,547,198,0,0,1,0,0
450,520,547,198,0,0,1,0,0
450,515,547,198,0,0,1,0,0
450,510,547,198,0,0,1,0,0
450,505,547,198,0,0,1,0,0
450,500,547,198,0,0,1,0,0
450,495,547,198,0,0,1,0,0
450,490,547,198,0,0,1,0,0
450,485,547,198,0,0,1,0,0
450,480,547,198,0,0,1,0,0
450,475,547,198,0,0,1,0,0
450,470,547,198,0,0,1,0,0
450,465,547,198,0,0,1,0,0
450,460,547,198,0,0,1,0,0
450,455,547,198,0,0,1,0,0
450,450,547,198,0,0,1,0,0
450,445,547,198,0,0,1,0,0
450,440,547,198,0,0,1,0,0
450,435,547,198,0,0,1,0,0
450,430,547,198,0,0,1,0,0
450,425,547,198,0,0,1,0,0
450,420,547,198,0,0,1,0,0
450,415,547,198,0,0,1,0,0
450,410,547,198,0,0,1,0,0
450,405,547,198,0,0,1,0,0
450,400,547,198,0,0,1,0,0
450,395,547,198,0,0,1,0,0
450,390,547,198,0,0,1,0,0
450,385,547,198,0,0,1,0,0
450,380,547,198,0,0,1,0,0
450,375,547,198,0,0,1,0,0
450,370,547,198,0,0,1,0,0
450,365,547,198,0,0,1,0,0
450,360,547,198,0,0,1,0,0
450,355,547,198,0,0,1,0,0
450,350,547,198,0,0,1,0,0
450,345,547,198,0,0,1,0,0
450,340,547,198,0,0,1,0,0
450,335,547,198,0,0,1,0,0
450,330,547,198,0,0,1,0,0
450,325,547,198,0,0,1,0,0
450,320,547,198,0,0,1,0,0
450,315,547,198,0,0,1,0,0
450,310,547,198,0,0,1,0,0
450,305,547,198,0,0,1,0,0
450,300,547,198,0,0,1,0,0
455,295,547,198,0,1,1,0,0
460,290,547,198,0,1,1,0,0
465,285,547,198,0,1,1,0,0
470,280,547,198,0,1,1,0,0
475,275,547,198,0,1,1,0,0
480,270,547,198,0,1,1,0,0
485,265,547,198,0,1,1,0,0
490,260,547,198,0,1,1,0,0
495,255,547,198,0,1,1,0,0
500,250,547,198,0,1,1,0,0
505,245,547,198,0,1,1,0,0
505,240,547,198,0,0,1,0,0
505,235,547,198,0,0,1,0,0
505,230,547,198,0,0,1,0,0
505,225,547,198,0,0,1,0,0
505,220,547,198,0,0,1,0,0
505,215,94,128,0,0,1,0,1
505,210,94,128,0,0,1,0,1
505,205,94,128,0,0,1,0,1
505,200,94,128,0,0,1,0,1
505,195,94,128,0,0,1,0,1
505,190,94,128,0,0,1,0,1
505,185,94,128,0,0,1,0,1
505,180,94,128,0,0,1,0,1
505,175,94,128,0,0,1,0,1
505,170,94,128,0,0,1,0,1
505,165,94,128,0,0,1,0,1
505,160,94,128,0,0,1,0,1
505,155,94,128,0,0,1,0,1
505,150,94,128,0,0,1,0,1
505,145,94,128,0,0,1,0,1
505,140,94,128,0,0,1,0,1
505,135,94,128,0,0,1,0,1
500,130,94,128,1,0,1,0,1
495,125,94,128,1,0,1,0,1
490,120,94,128,1,0,1,0,1
485,115,94,128,1,0,1,0,1
480,110,94,128,1,0,1,0,1
475,105,94,128,1,0,1,0,1
470,105,94,128,1,0,0,0,1
465,105,94,128,1,0,0,0,1
460,105,94,128,1,0,0,0,1
455,105,94,128,1,0,0,0,1
450,105,94,128,1,0,0,0,1
445,105,94,128,1,0,0,0,1
440,105,94,128,1,0,0,0,1
435,105,94,128,1,0,0,0,1
430,105,94,128,1,0,0,0,1
425,105,94,128,1,0,0,0,1
420,105,94,128,1,0,0,0,1
415,105,94,128,1,0,0,0,1
410,105,94,128,1,0,0,0,1
405,105,94,128,1,0,0,0,1
400,105,94,128,1,0,0,0,1
395,105,94,128,1,0,0,0,1
390,105,94,128,1,0,0,0,1
385,110,94,128,1,0,0,1,1
380,115,94,128,1,0,0,1,1
375,120,94,128,1,0,0,1,1
370,125,94,128,1,0,0,1,1
365,130,94,128,1,0,0,1,1
360,130,94,128,1,0,0,0,1
355,130,94,128,1,0,0,0,1
350,130,94,128,1,0,0,0,1
345,130,94,128,1,0,0,0,1
340,130,94,128,1,0,0,0,1
335,130,94,128,1,0,0,0,1
330,130,94,128,1,0,0,0,1
325,130,94,128,1,0,0,0,1
320,130,94,128,1,0,0,0,1
315,130,94,128,1,0,0,0,1
310,130,94,128,1,0,0,0,1
305,130,94,128,1,0,0,0,1
300,130,94,128,1,0,0,0,1
295,130,94,128,1,0,0,0,1
290,130,94,128,1,0,0,0,1
285,130,94,128,1,0,0,0,1
280,130,94,128,1,0,0,0,1
275,125,94,128,1,0,1,0,1
270,120,94,128,1,0,1,0,1
265,115,94,128,1,0,1,0,1
260,110,94,128,1,0,1,0,1
255,105,94,128,1,0,1,0,1
250,100,94,128,1,0,1,0,1
245,95,94,128,1,0,1,0,1
240,90,94,128,1,0,1,0,1
235,90,94,128,1,0,0,0,1
230,90,94,128,1,0,0,0,1
225,90,94,128,1,0,0,0,1
220,90,94,128,1,0,0,0,1
215,90,94,128,1,0,0,0,1
210,90,94,128,1,0,0,0,1
205,90,94,128,1,0,0,0,1
200,90,94,128,1,0,0,0,1
195,90,94,128,1,0,0,0,1
190,90,94,128,1,0,0,0,1
185,90,94,128,1,0,0,0,1
180,90,94,128,1,0,0,0,1
175,90,94,128,1,0,0,0,1
170,90,94,128,1,0,0,0,1
165,95,94,128,1,0,0,1,1
160,100,94,128,1,0,0,1,1
155,105,94,128,1,0,0,1,1
150,110,94,128,1,0,0,1,1
145,115,94,128,1,0,0,1,1
140,120,94,128,1,0,0,1,1
135,125,94,128,1,0,0,1,1
130,130,94,128,1,0,0,1,1
125,135,94,128,1,0,0,1,1
120,135,94,128,1,0,0,0,1
115,135,163,386,1,0,0,0,2
110,135,163,386,1,0,0,0,2
105,135,163,386,1,0,0,0,2
100,135,163,386,1,0,0,0,2
95,135,163,386,1,0,0,0,2
90,135,163,386,1,0,0,0,2
85,135,163,386,1,0,0,0,2
80,135,163,386,1,0,0,0,2
75,135,163,386,1,0,0,0,2
70,130,163,386,1,0,1,0,2
65,125,163,386,1,0,1,0,2
60,120,163,386,1,0,1,0,2
55,115,163,386,1,0,1,0,2
50,110,163,386,1,0,1,0,2
45,105,163,386,1,0,1,0,2
40,100,163,386,1,0,1,0,2
35,100,163,386,1,0,0,0,2
30,100,163,386,1,0,0,0,2
25,100,163,386,1,0,0,0,2
20,100,163,386,1,0,0,0,2
15,100,163,386,1,0,0,0,2
10,100,163,386,1,0,0,0,2
5,100,163,386,1,0,0,0,2
0,105,163,386,1,0,0,1,2
0,110,163,386,0,0,0,1,2
0,115,163,386,0,0,0,1,2
0,120,163,386,0,0,0,1,2
0,125,163,386,0,0,0,1,2
0,130,163,386,0,0,0,1,2
0,135,163,386,0,0,0,1,2
0,140,163,386,0,0,0,1,2
0,145,163,386,0,0,0,1,2
0,150,163,386,0,0,0,1,2
0,155,163,386,0,0,0,1,2
0,160,163,386,0,0,0,1,2
0,165,163,386,0,0,0,1,2
0,170,163,386,0,0,0,1,2
0,175,163,386,0,0,0,1,2
0,180,163,386,0,0,0,1,2
0,185,163,386,0,0,0,1,2
0,190,163,386,0,0,0,1,2
0,195,163,386,0,0,0,1,2
0,200,163,386,0,0,0,1,2
0,205,163,386,0,0,0,1,2
0,210,163,386,0,0,0,1,2
0,215,163,386,0,0,0,1,2
0,220,163,386,0,0,0,1,2
0,225,163,386,0,0,0,1,2
0,230,163,386,0,0,0,1,2
0,235,163,386,0,0,0,1,2
0,240,163,386,0,0,0,1,2
0,245,163,386,0,0,0,1,2
0,250,163,386,0,0,0,1,2
0,255,163,386,0,0,0,1,2
0,260,163,386,0,0,0,1,2
0,265,163,386,0,0,0,1,2
0,270,163,386,0,0,0,1,2
0,275,163,386,0,0,0,1,2
0,280,163,386,0,0,0,1,2
0,285,163,386,0,0,0,1,2
0,290,163,386,0,0,0,1,2
0,295,163,386,0,0,0,1,2
0,300,163,386,0,0,0,1,2
0,305,163,386,0,0,0,1,2
0,310,163,386,0,0,0,1,2
0,315,163,386,0,0,0,1,2
0,320,163,386,0,0,0,1,2
0,325,163,386,0,0,0,1,2
0,330,163,386,0,0,0,1,2
0,335,163,386,0,0,0,1,2
0,340,163,386,0,0,0,1,2
0,345,163,386,0,0,0,1,2
0,350,163,386,0,0,0,1,2
5,355,163,386,0,1,0,1,2
10,360,163,386,0,1,0,1,2
15,365,163,386,0,1,0,1,2
20,370,163,386,0,1,0,1,2
25,375,163,386,0,1,0,1,2
30,380,163,386,0,1,0,1,2
35,385,163,386,0,1,0,1,2
40,385,163,386,0,1,0,0,2
45,385,163,386,0,1,0,0,2
50,385,163,386,0,1,0,0,2
55,385,163,386,0,1,0,0,2
60,385,163,386,0,1,0,0,2
65,385,163,386,0,1,0,0,2
70,385,163,386,0,1,0,0,2
75,385,163,386,0,1,0,0,2
80,385,163,386,0,1,0,0,2
85,385,163,386,0,1,0,0,2
90,385,163,386,0,1,0,0,2
95,385,787,393,0,1,0,0,3
100,385,787,393,0,1,0,0,3
105,385,787,393,0,1,0,0,3
110,385,787,393,0,1,0,0,3
115,385,787,393,0,1,0,0,3
120,385,787,393,0,1,0,0,3
125,385,787,393,0,1,0,0,3
130,385,787,393,0,1,0,0,3
135,385,787,393,0,1,0,0,3
140,385,787,393,0,1,0,0,3
145,385,787,393,0,1,0,0,3
150,385,787,393,0,1,0,0,3
155,385,787,393,0,1,0,0,3
160,385,787,393,0,1,0,0,3
165,385,787,393,0,1,0,0,3
170,385,787,393,0,1,0,0,3
175,385,787,393,0,1,0,0,3
180,385,787,393,0,1,0,0,3
185,385,787,393,0,1,0,0,3
190,385,787,393,0,1,0,0,3
195,385,787,393,0,1,0,0,3
200,385,787,393,0,1,0,0,3
205,385,787,393,0,1,0,0,3
210,385,787,393,0,1,0,0,3
215,385,787,393,0,1,0,0,3
220,385,787,393,0,1,0,0,3
225,385,787,393,0,1,0,0,3
230,385,787,393,0,1,0,0,3
235,385,787,393,0,1,0,0,3
240,385,787,393,0,1,0,0,3
245,385,787,393,0,1,0,0,3
250,385,787,393,0,1,0,0,3
255,385,787,393,0,1,0,0,3
260,385,787,393,0,1,0,0,3
265,385,787,393,0,1,0,0,3
270,385,787,393,0,1,0,0,3
275,385,787,393,0,1,0,0,3
280,385,787,393,0,1,0,0,3
285,385,787,393,0,1,0,0,3
290,385,787,393,0,1,0,0,3
295,385,787,393,0,1,0,0,3
300,385,787,393,0,1,0,0,3
305,385,787,393,0,1,0,0,3
310,385,787,393,0,1,0,0,3
315,385,787,393,0,1,0,0,3
320,385,787,393,0,1,0,0,3
325,385,787,393,0,1,0,0,3
330,385,787,393,0,1,0,0,3
335,385,787,393,0,1,0,0,3
340,385,787,393,0,1,0,0,3
345,385,787,393,0,1,0,0,3
350,385,787,393,0,1,0,0,3
355,385,787,393,0,1,0,0,3
360,385,787,393,0,1,0,0,3
365,385,787,393,0,1,0,0,3
370,385,787,393,0,1,0,0,3
375,385,787,393,0,1,0,0,3
380,385,787,393,0,1,0,0,3
385,385,787,393,0,1,0,0,3
390,385,787,393,0,1,0,0,3
395,385,787,393,0,1,0,0,3
400,385,787,393,0,1,0,0,3
405,385,787,393,0,1,0,0,3
410,385,787,393,0,1,0,0,3
415,385,787,393,0,1,0,0,3
420,385,787,393,0,1,0,0,3
425,385,787,393,0,1,0,0,3
430,385,787,393,0,1,0,0,3
435,385,787,393,0,1,0,0,3
440,385,787,393,0,1,0,0,3
445,385,787,393,0,1,0,0,3
450,385,787,393,0,1,0,0,3
455,385,787,393,0,1,0,0,3
460,385,787,393,0,1,0,0,3
465,385,787,393,0,1,0,0,3
470,385,787,393,0,1,0,0,3
475,385,787,393,0,1,0,0,3
480,385,787,393,0,1,0,0,3
485,385,787,393,0,1,0,0,3
490,385,787,393,0,1,0,0,3
495,385,787,393,0,1,0,0,3
500,385,787,393,0,1,0,0,3
505,385,787,393,0,1,0,0,3
510,385,787,393,0,1,0,0,3
515,385,787,393,0,1,0,0,3
520,385,787,393,0,1,0,0,3
525,385,787,393,0,1,0,0,3
530,385,787,393,0,1,0,0,3
535,385,787,393,0,1,0,0,3
540,385,787,393,0,1,0,0,3
545,385,787,393,0,1,0,0,3
550,385,787,393,0,1,0,0,3
555,385,787,393,0,1,0,0,3
560,385,787,393,0,1,0,0,3
565,385,787,393,0,1,0,0,3
570,385,787,393,0,1,0,0,3
575,385,787,393,0,1,0,0,3
580,385,787,393,0,1,0,0,3
585,385,787,393,0,1,0,0,3
590,385,787,393,0,1,0,0,3
595,385,787,393,0,1,0,0,3
600,385,787,393,0,1,0,0,3
605,385,787,393,0,1,0,0,3
610,385,787,393,0,1,0,0,3
615,385,787,393,0,1,0,0,3
620,385,787,393,0,1,0,0,3
625,385,787,393,0,1,0,0,3
630,385,787,393,0,1,0,0,3
635,385,787,393,0,1,0,0,3
640,385,787,393,0,1,0,0,3
